Age,Purchase_Amount,Year,Month,Day,Country_Australia,Country_Brazil,Country_Canada,Country_France,Country_Germany,Country_India,Country_Japan,Country_Mexico,Country_UK,Country_USA,Payment_Method_Cash on Delivery,Payment_Method_Credit Card,Payment_Method_Debit Card,Payment_Method_Net Banking,Payment_Method_PayPal,Payment_Method_UPI,Product_Category_Label
27,393.07,2023,8,16,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
68,426.61,2023,12,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5
33,181.18,2024,8,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8
61,983.86,2024,2,19,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6
41,718.73,2024,12,18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
40,969.18,2023,5,22,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
56,315.37,2023,11,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8
45,837.67,2023,3,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3
54,253.1,2024,8,22,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
19,589.82,2024,11,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5
64,979.08,2023,5,19,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
26,182.25,2025,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4
18,231.1,2024,12,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6
46,120.19,2024,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6
22,623.09,2025,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
60,255.27,2025,3,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
45,116.57,2024,4,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
68,542.98,2023,9,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
66,967.37,2024,6,29,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5
65,96.82,2024,3,26,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5
47,209.98,2024,5,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
54,74.84,2024,9,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6
66,332.55,2023,11,23,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5
50,394.04,2023,5,29,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5
61,410.96,2025,1,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
36,381.65,2024,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
41,961.93,2024,10,25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
47,105.76,2024,12,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7
33,922.04,2023,8,31,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7
55,364.82,2023,11,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
27,931.25,2024,3,15,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7
36,523.94,2023,3,30,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
40,496.12,2023,3,29,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8
22,765.46,2024,2,23,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
56,227.31,2024,9,23,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
62,331.96,2023,10,27,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4
25,304.92,2023,6,30,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5
42,467.32,2024,9,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
30,873.4,2024,1,25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
43,197.64,2023,3,25,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7
70,980.13,2024,1,29,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6
54,469.0,2023,10,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
52,367.28,2023,7,23,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
53,474.9,2024,9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
43,695.77,2023,11,27,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3
29,752.27,2025,2,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5
19,31.28,2023,7,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8
35,942.7,2025,1,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3
61,265.8,2024,2,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
30,928.89,2025,2,28,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6
55,450.01,2025,1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
35,15.08,2024,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7
30,503.0,2023,6,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
43,434.79,2024,3,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6
18,815.23,2024,8,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
34,598.09,2025,2,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8
37,165.58,2023,11,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
23,503.72,2024,4,29,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7
54,523.14,2023,8,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
63,509.57,2024,10,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4
26,657.29,2024,5,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8
66,87.64,2023,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
55,771.88,2024,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
20,572.03,2023,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7
70,162.22,2023,5,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
54,452.92,2024,10,28,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8
67,163.92,2023,12,21,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4
30,72.22,2023,5,26,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4
45,890.11,2023,9,14,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3
68,336.0,2023,7,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
37,296.36,2024,11,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5
20,654.64,2023,3,14,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
42,646.5,2024,3,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5
40,604.75,2024,12,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
24,481.06,2023,4,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
53,985.72,2024,3,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
63,883.3,2023,6,11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8
65,55.76,2024,7,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6
23,142.2,2024,8,22,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
22,208.63,2023,12,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
69,499.06,2024,5,31,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20,211.72,2024,5,29,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6
36,164.16,2024,12,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
51,614.89,2023,5,17,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7
30,609.09,2024,2,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4
29,367.46,2023,8,28,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4
22,402.67,2024,2,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
45,984.39,2023,11,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
54,904.41,2023,4,29,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7
48,296.91,2024,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
22,680.57,2024,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
61,120.23,2023,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8
58,569.36,2023,9,14,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4
69,220.73,2023,8,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8
37,433.42,2023,7,26,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7
29,80.56,2024,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
66,429.41,2025,2,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
59,578.93,2024,6,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
55,925.47,2023,8,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8
67,789.06,2024,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
27,902.28,2025,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
20,772.13,2024,3,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
49,433.25,2023,9,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
31,93.96,2023,11,26,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
68,912.46,2024,11,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8
59,949.01,2024,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
38,506.2,2023,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
33,952.06,2023,8,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
42,943.6,2023,6,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6
60,565.83,2024,10,13,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
67,698.08,2023,12,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6
44,521.3,2024,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
21,558.8,2023,7,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
45,917.84,2024,1,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5
42,61.39,2023,11,19,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
66,432.23,2024,9,28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
67,135.67,2023,10,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
63,169.72,2024,7,26,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
47,437.61,2024,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
55,449.74,2023,8,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
42,420.54,2023,7,26,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
40,456.78,2024,2,28,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6
24,87.83,2024,9,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8
69,441.46,2023,6,16,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3
53,486.82,2023,11,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
19,916.03,2023,10,22,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6
44,349.76,2023,3,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
45,125.54,2024,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3
66,42.9,2023,7,23,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5
70,825.23,2024,10,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7
63,879.93,2023,11,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5
62,213.19,2024,2,18,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
30,169.03,2024,11,29,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
24,199.87,2023,12,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
20,250.15,2024,9,15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6
27,591.55,2023,9,16,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
20,139.62,2023,12,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
67,625.38,2024,4,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
22,813.63,2024,8,20,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
57,144.99,2024,10,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
23,305.22,2023,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
28,738.09,2024,6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4
59,335.7,2024,3,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
22,964.46,2024,8,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
60,494.09,2023,4,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
57,469.87,2023,6,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4
41,294.09,2024,9,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
46,585.31,2023,7,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
53,773.18,2023,5,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6
38,145.04,2023,12,16,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7
70,287.2,2023,11,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
32,653.23,2025,1,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3
67,30.15,2023,11,21,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
56,238.59,2023,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
47,505.49,2024,10,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6
26,197.43,2024,6,22,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
67,193.25,2024,8,29,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6
55,614.56,2024,3,31,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7
18,818.78,2025,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6
63,803.07,2024,9,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5
46,842.52,2025,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
35,544.34,2024,6,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4
26,292.42,2024,10,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
48,561.18,2024,7,23,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6
51,248.87,2025,1,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5
54,37.56,2024,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
29,754.8,2024,4,30,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
33,130.33,2023,9,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3
33,768.84,2025,1,22,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7
18,821.68,2024,3,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7
45,143.11,2023,6,24,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8
40,740.77,2024,8,11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
67,593.0,2024,8,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5
63,21.63,2024,10,21,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
29,927.63,2023,10,26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
18,83.0,2024,5,24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
61,43.18,2023,11,20,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
42,906.03,2024,7,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4
69,841.63,2024,12,15,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8
54,639.12,2023,9,28,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4
48,751.93,2024,12,25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5
26,322.4,2025,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
59,741.49,2023,10,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8
33,350.13,2024,2,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5
67,630.34,2023,10,22,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7
50,115.69,2023,11,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
36,371.02,2024,5,21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
21,658.64,2023,9,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8
34,388.05,2023,3,28,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5
41,628.0,2024,6,17,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
42,498.97,2023,3,30,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8
49,521.24,2024,4,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5
43,222.87,2023,10,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5
49,638.0,2024,3,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
53,41.09,2025,2,20,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
53,330.46,2024,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
54,307.36,2025,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
44,233.46,2024,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4
53,375.09,2024,8,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3
65,88.21,2023,6,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
66,420.31,2023,10,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8
37,832.17,2023,10,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
18,969.97,2025,1,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4
64,808.91,2023,6,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5
34,528.3,2025,2,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3
35,389.59,2023,5,23,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6
34,770.5,2024,4,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
41,45.66,2024,2,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
57,487.19,2023,6,27,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
62,286.67,2025,1,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
63,341.94,2023,11,26,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
43,118.94,2023,8,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
32,374.91,2024,2,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7
36,30.75,2023,8,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7
21,445.66,2023,8,19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22,360.4,2025,3,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
24,311.03,2024,10,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5
43,433.76,2023,3,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5
31,332.98,2023,7,31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
62,145.76,2024,12,25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
38,276.14,2023,8,20,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5
49,424.01,2023,11,14,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8
42,426.16,2024,4,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
28,831.69,2023,6,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
27,979.15,2023,9,29,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8
61,498.03,2023,7,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
32,734.69,2024,8,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
65,240.87,2024,8,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
64,657.06,2024,7,18,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
66,353.53,2024,9,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
30,804.17,2024,2,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6
70,974.28,2024,8,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8
36,848.85,2024,4,23,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
43,872.6,2024,12,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8
27,668.41,2023,3,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4
56,734.37,2024,11,26,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4
57,744.45,2023,10,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5
24,527.66,2024,10,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
53,524.26,2024,10,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
43,170.42,2024,1,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7
21,650.33,2024,4,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
23,554.97,2024,2,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
32,86.51,2024,11,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
32,564.28,2023,10,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6
49,904.2,2025,1,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8
23,202.97,2023,5,15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7
48,763.12,2024,5,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
63,843.79,2024,12,18,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4
63,103.17,2023,6,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6
53,188.58,2024,3,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
63,432.82,2023,4,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5
50,330.46,2023,5,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
19,261.62,2023,7,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
56,809.66,2024,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
50,328.89,2025,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
36,771.1,2024,1,22,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5
30,413.22,2024,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
59,615.55,2024,10,27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7
48,104.96,2025,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
34,799.34,2023,6,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5
24,659.66,2024,11,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8
43,766.18,2023,3,16,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
62,666.06,2024,2,15,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6
32,940.94,2024,11,30,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
37,151.27,2023,11,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
30,168.55,2024,8,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
46,467.74,2024,10,27,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7
39,484.02,2024,12,27,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3
39,557.24,2023,12,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5
39,165.91,2024,10,29,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4
42,15.57,2024,11,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
35,916.06,2023,10,29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4
34,727.48,2023,7,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3
53,980.48,2023,7,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
32,402.13,2024,6,23,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
44,647.16,2024,3,18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
51,768.23,2024,12,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7
26,686.24,2023,5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8
69,444.8,2023,12,23,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
27,583.71,2024,7,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
59,323.44,2023,12,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4
23,277.79,2024,8,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8
67,688.28,2024,6,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
47,472.96,2025,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6
37,172.17,2023,3,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8
66,497.26,2023,6,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
53,467.49,2023,11,27,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
24,129.48,2024,7,17,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6
18,269.73,2024,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
61,483.58,2024,12,17,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
40,624.87,2024,10,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
34,515.47,2023,10,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5
34,42.51,2023,9,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5
57,723.72,2024,3,25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5
